transaction_id,transaction_date,transaction_time,sales_outlet_id,staff_id,customer_id,instore_yn,order,line_item_id,product_id,quantity,line_item_amount,unit_price,promo_item_yn
1488,06/04/2019,9:08:32,5,30,5445,Y,1,1,29,2,5,2.5,N
1498,06/04/2019,9:37:15,5,26,5544,Y,1,1,51,2,6,3,N
1500,06/04/2019,9:21:50,5,12,5851,Y,1,1,31,2,4.4,2.2,N
1505,06/04/2019,10:41:31,5,12,5760,N,1,1,44,1,2.5,2.5,N
1508,06/04/2019,7:19:47,5,30,5038,N,1,1,49,1,3,3,N
1509,06/04/2019,12:00:23,5,12,5336,N,1,1,48,2,5,2.5,N
1511,06/04/2019,17:07:23,5,26,5701,N,1,1,56,1,2.55,2.55,N
1514,06/04/2019,16:53:29,5,26,5871,N,1,1,27,2,7,3.5,N
1517,06/04/2019,9:58:59,5,12,5227,N,1,1,57,1,3.1,3.1,N
1519,06/04/2019,13:23:29,5,12,5026,Y,1,1,43,2,6,3,N
1523,06/04/2019,9:05:32,5,30,5305,Y,1,1,36,1,3.75,3.75,N
1524,06/04/2019,12:15:49,5,26,5473,Y,1,1,49,1,3,3,N
1530,06/04/2019,13:31:31,5,12,5715,Y,1,1,27,2,7,3.5,N
1535,06/04/2019,13:33:34,5,30,5876,N,1,1,59,1,4.5,4.5,N
1538,06/04/2019,14:35:11,5,12,5009,N,1,1,26,2,6,3,N
1542,06/04/2019,15:42:29,5,26,5167,N,1,1,31,1,2.2,2.2,N
1570,06/04/2019,8:26:55,5,12,5177,Y,1,1,48,1,2.5,2.5,N
1570,06/04/2019,8:26:55,5,12,5177,Y,1,5,76,1,3.5,3.5,N
1579,06/04/2019,12:52:28,5,30,5067,N,1,1,31,2,4.4,2.2,N
1579,06/04/2019,12:52:28,5,30,5067,N,1,5,77,1,3,3,N
1583,06/04/2019,13:58:32,5,30,5156,N,1,1,52,1,2.5,2.5,N
1584,06/04/2019,13:22:52,5,30,5770,Y,1,1,28,1,2,2,N
1590,06/04/2019,17:22:34,5,26,5388,Y,1,1,24,1,3,3,N
1602,06/04/2019,7:14:54,5,12,5657,Y,1,1,58,2,7,3.5,N
1610,06/04/2019,13:41:34,5,30,5757,N,1,1,48,1,2.5,2.5,N
1614,06/04/2019,18:03:28,5,30,5700,Y,1,1,22,1,2,2,N
1620,06/04/2019,13:52:13,5,12,5470,N,1,1,33,1,3.5,3.5,N
1621,06/04/2019,16:20:01,5,26,5481,N,1,1,26,1,3,3,N
1649,06/04/2019,8:47:43,5,12,5724,Y,1,1,30,1,3,3,N
1649,06/04/2019,8:47:43,5,12,5724,Y,1,5,77,1,3,3,N
1655,06/04/2019,10:38:15,5,12,5621,Y,1,1,38,2,7.5,3.75,N
1657,06/04/2019,10:27:09,5,12,5266,N,1,1,34,1,2.45,2.45,N
1658,06/04/2019,13:04:16,5,26,5315,N,1,1,30,2,6,3,N
1661,06/04/2019,10:29:02,5,30,5480,N,1,1,41,1,4.25,4.25,N
1662,06/04/2019,14:45:10,5,26,5254,Y,1,1,59,1,4.5,4.5,N
1664,06/04/2019,18:08:50,5,12,5376,N,1,1,51,2,6,3,N
1672,06/04/2019,12:11:49,5,12,5578,Y,1,1,43,1,3,3,N
1672,06/04/2019,12:11:49,5,12,5578,Y,1,5,76,1,3.5,3.5,N
1675,06/04/2019,12:06:27,5,30,5304,N,1,1,48,1,2.5,2.5,N
1679,06/04/2019,12:32:02,5,12,5765,N,1,1,48,2,5,2.5,N
1687,06/04/2019,12:59:23,5,30,5595,N,1,1,43,2,6,3,N
1693,06/04/2019,7:05:49,5,26,5479,Y,1,1,37,2,6,3,N
1693,06/04/2019,7:05:49,5,26,5479,Y,1,5,71,1,3.75,3.75,N
1699,06/04/2019,16:46:00,5,12,5100,N,1,1,49,1,3,3,N
1706,06/04/2019,9:34:37,5,26,5513,Y,1,1,28,1,2,2,N
1709,06/04/2019,17:54:42,5,26,5835,N,1,1,29,1,2.5,2.5,N
1712,06/04/2019,7:36:27,5,30,5391,N,1,1,48,1,2.5,2.5,N
1715,06/04/2019,15:02:51,5,26,5191,N,1,1,60,2,7.5,3.75,N
1717,06/04/2019,15:31:48,5,30,5911,N,1,1,28,2,4,2,N
1718,06/04/2019,16:27:10,5,30,5237,N,1,1,52,2,5,2.5,N
1720,06/04/2019,15:02:25,5,26,5453,Y,1,1,35,1,3.1,3.1,N
1732,06/04/2019,16:12:27,5,12,5166,Y,1,1,38,2,7.5,3.75,N
1734,06/04/2019,13:04:00,5,12,5433,Y,1,1,37,1,3,3,N
1738,06/04/2019,10:13:57,5,12,5595,N,1,1,53,1,3,3,N
1751,06/04/2019,11:54:33,5,12,5307,N,1,1,51,1,3,3,N
1759,06/04/2019,17:24:34,5,12,5760,Y,1,1,50,2,5,2.5,N
1761,06/04/2019,12:58:19,5,30,5255,Y,1,1,60,1,3.75,3.75,N
1769,06/04/2019,11:01:35,5,30,5445,N,1,1,49,1,3,3,N
1769,06/04/2019,11:01:35,5,30,5445,N,1,5,73,1,3.75,3.75,N
1771,06/04/2019,17:57:35,5,30,5004,Y,1,1,45,1,3,3,N
1782,06/04/2019,16:41:04,5,26,5870,N,1,1,35,2,6.2,3.1,N
1788,06/04/2019,7:17:17,5,30,5025,N,1,1,49,2,6,3,N
1792,06/04/2019,8:04:14,5,30,5544,N,1,1,53,2,6,3,N
1797,06/04/2019,8:56:27,5,12,5215,N,1,1,39,2,8.5,4.25,N
1807,06/04/2019,7:51:48,5,30,5862,N,1,1,44,1,2.5,2.5,N
1825,06/04/2019,13:36:50,5,26,5522,N,1,1,44,2,5,2.5,N
1826,06/04/2019,13:42:01,5,26,5000,N,1,1,60,2,7.5,3.75,N
1839,06/04/2019,13:02:32,5,26,5810,Y,1,1,23,1,2.5,2.5,N
1846,06/04/2019,10:51:31,5,12,5692,Y,1,1,45,2,6,3,N
1860,06/04/2019,10:55:46,5,30,5658,Y,1,1,58,1,3.5,3.5,N
1878,06/04/2019,7:40:40,5,26,5302,N,1,1,25,1,2.2,2.2,N
1878,06/04/2019,7:40:40,5,26,5302,N,1,5,73,1,3.75,3.75,N
1884,06/04/2019,8:49:20,5,12,5737,Y,1,1,53,1,3,3,N
1886,06/04/2019,7:46:11,5,26,5879,Y,1,1,33,2,7,3.5,N
1887,06/04/2019,17:51:47,5,12,5465,N,1,1,59,1,4.5,4.5,N
1898,06/04/2019,11:01:05,5,26,5439,Y,1,1,41,1,4.25,4.25,N
1907,06/04/2019,10:48:19,5,26,5462,N,1,1,49,2,6,3,N
1913,06/04/2019,15:41:09,5,12,5493,N,1,1,27,1,3.5,3.5,N
1914,06/04/2019,10:35:58,5,12,5140,N,1,1,29,2,5,2.5,N
1916,06/04/2019,14:20:34,5,30,5886,N,1,1,37,2,6,3,N
1920,06/04/2019,8:05:43,5,26,5520,Y,1,1,30,1,3,3,N
1922,06/04/2019,15:50:50,5,30,5700,Y,1,1,48,1,2.5,2.5,N
1923,06/04/2019,9:42:00,5,30,5774,Y,1,1,57,1,3.1,3.1,N
1930,06/04/2019,17:15:48,5,30,5309,Y,1,1,41,2,8.5,4.25,N
1935,06/04/2019,12:44:54,5,26,5400,Y,1,1,37,2,6,3,N
1939,06/04/2019,8:06:23,5,30,5452,N,1,1,40,2,7.5,3.75,N
1943,06/04/2019,16:16:48,5,26,5631,Y,1,1,38,2,7.5,3.75,N
1943,06/04/2019,16:16:48,5,26,5631,Y,1,5,72,1,3.25,3.25,N
1944,06/04/2019,7:56:38,5,26,5777,Y,1,1,47,1,3,3,N
1944,06/04/2019,7:56:38,5,26,5777,Y,1,5,71,1,3.75,3.75,N
1950,06/04/2019,15:17:29,5,26,5451,N,1,1,33,2,7,3.5,N
1957,06/04/2019,9:58:09,5,12,5152,N,1,1,29,1,2.5,2.5,N
1957,06/04/2019,9:58:09,5,12,5152,N,1,5,73,1,3.75,3.75,N
1975,06/04/2019,12:08:11,5,26,5769,Y,1,1,52,2,5,2.5,N
1979,06/04/2019,16:20:16,5,26,5865,Y,1,1,52,1,2.5,2.5,N
1981,06/04/2019,7:06:06,5,30,5902,N,1,1,54,2,5,2.5,N
1981,06/04/2019,7:06:06,5,30,5902,N,1,5,72,1,3.25,3.25,N
1982,06/04/2019,9:50:23,5,26,5484,N,1,1,50,1,2.5,2.5,N
1983,06/04/2019,12:47:24,5,30,5264,N,1,1,55,1,4,4,N
1995,06/04/2019,12:17:11,5,26,5071,N,1,1,33,1,3.5,3.5,N
1995,06/04/2019,12:17:11,5,26,5071,N,1,5,74,1,3.5,3.5,N
1997,06/04/2019,7:51:07,5,12,5493,Y,1,1,36,1,3.75,3.75,N
1999,06/04/2019,15:21:47,5,26,5284,Y,1,1,36,1,3.75,3.75,N
2001,06/04/2019,17:54:53,5,26,5263,Y,1,1,38,1,3.75,3.75,N
2012,06/04/2019,17:58:03,5,30,5573,Y,1,1,42,1,2.5,2.5,N
2015,06/04/2019,12:11:57,5,12,5202,N,1,1,48,2,5,2.5,N
2017,06/04/2019,7:46:56,5,26,5573,N,1,1,27,2,7,3.5,N
2018,06/04/2019,7:11:29,5,12,5061,Y,1,1,25,2,4.4,2.2,N
2028,06/04/2019,12:39:35,5,26,5372,Y,1,1,29,1,2.5,2.5,N
2030,06/04/2019,7:28:29,5,12,5758,N,1,1,42,2,5,2.5,N
2035,06/04/2019,7:20:39,5,30,5592,Y,1,1,46,2,5,2.5,N
2036,06/04/2019,16:07:30,5,30,5697,N,1,1,50,2,5,2.5,N
2037,06/04/2019,17:27:22,5,12,5924,Y,1,1,46,2,5,2.5,N
2040,06/04/2019,15:15:12,5,12,5739,N,1,1,43,2,6,3,N
2040,06/04/2019,15:15:12,5,12,5739,N,1,5,71,1,3.75,3.75,N
2043,06/04/2019,9:57:57,5,30,5413,N,1,1,45,2,6,3,N
2050,06/04/2019,17:40:52,5,26,5314,Y,1,1,27,2,7,3.5,N
2051,06/04/2019,10:14:34,5,30,5050,Y,1,1,31,1,2.2,2.2,N
2060,06/04/2019,10:58:31,5,30,5871,Y,1,1,53,1,3,3,N
2082,06/04/2019,17:12:08,5,30,5106,N,1,1,42,2,5,2.5,N
2085,06/04/2019,9:46:56,5,30,5928,N,1,1,22,1,2,2,N
2085,06/04/2019,9:46:56,5,30,5928,N,1,5,77,1,3,3,N
2096,06/04/2019,12:54:56,5,30,5713,N,1,1,29,1,2.5,2.5,N
2096,06/04/2019,12:54:56,5,30,5713,N,1,5,77,1,3,3,N
2110,06/04/2019,15:15:59,5,26,5012,N,1,1,58,2,7,3.5,N
2118,06/04/2019,14:54:57,5,30,5110,Y,1,1,49,2,6,3,N
2134,06/04/2019,7:02:28,5,26,5262,N,1,1,44,1,2.5,2.5,N
2135,06/04/2019,15:25:57,5,26,5513,N,1,1,35,2,6.2,3.1,N
2135,06/04/2019,15:25:57,5,26,5513,N,1,5,75,1,3.5,3.5,N
2139,06/04/2019,7:37:54,5,12,5322,N,1,1,25,2,4.4,2.2,N
2144,06/04/2019,11:59:58,5,12,5177,Y,1,1,28,1,2,2,N
2144,06/04/2019,11:59:58,5,12,5177,Y,1,5,72,1,3.25,3.25,N
2162,06/04/2019,9:41:52,5,30,5805,N,1,1,49,2,6,3,N
2164,06/04/2019,10:53:46,5,26,5022,Y,1,1,53,2,6,3,N
2165,06/04/2019,13:58:41,5,30,5408,Y,1,1,55,1,4,4,N
2168,06/04/2019,8:10:19,5,26,5278,Y,1,1,42,2,5,2.5,N
2173,06/04/2019,10:56:34,5,26,5221,Y,1,1,60,1,3.75,3.75,N
2181,06/04/2019,12:31:53,5,30,5187,Y,1,1,55,2,8,4,N
2191,06/04/2019,14:03:15,5,12,5768,Y,1,1,33,1,3.5,3.5,N
2192,06/04/2019,13:43:17,5,12,5831,N,1,1,24,1,3,3,N
2193,06/04/2019,17:06:50,5,30,5213,Y,1,1,39,2,8.5,4.25,N
2203,06/04/2019,17:32:09,5,30,5790,N,1,1,33,1,3.5,3.5,N
2204,06/04/2019,10:39:00,5,26,5396,Y,1,1,52,1,2.5,2.5,N
2217,06/04/2019,13:48:04,5,12,5517,N,1,1,32,2,6,3,N
2223,06/04/2019,14:12:25,5,30,5031,N,1,1,25,2,4.4,2.2,N
2227,06/04/2019,14:42:05,5,30,5274,Y,1,1,50,2,5,2.5,N
2231,06/04/2019,12:42:57,5,26,5347,Y,1,1,34,1,2.45,2.45,N
2240,06/04/2019,10:40:42,5,26,5082,Y,1,1,55,2,8,4,N
2244,06/04/2019,8:01:57,5,26,5139,Y,1,1,31,1,2.2,2.2,N
2244,06/04/2019,8:01:57,5,26,5139,Y,1,5,72,1,3.25,3.25,N
2249,06/04/2019,12:38:11,5,26,5874,N,1,1,59,2,9,4.5,N
2256,06/04/2019,10:57:45,5,30,5829,N,1,1,37,1,3,3,N
2265,06/04/2019,15:59:13,5,26,5295,Y,1,1,44,1,2.5,2.5,N
2273,06/04/2019,17:03:03,5,12,5386,N,1,1,41,2,8.5,4.25,N
2279,06/04/2019,14:29:01,5,12,5380,N,1,1,28,2,4,2,N
2283,06/04/2019,17:19:22,5,30,5548,Y,1,1,51,2,6,3,N
2285,06/04/2019,11:54:44,5,12,5829,Y,1,1,60,2,7.5,3.75,N
2285,06/04/2019,11:54:44,5,12,5829,Y,1,5,73,1,3.75,3.75,N
2290,06/04/2019,14:36:59,5,26,5593,N,1,1,58,1,3.5,3.5,N
2295,06/04/2019,17:10:02,5,30,5033,N,1,1,50,2,5,2.5,N
2300,06/04/2019,9:50:24,5,26,5548,N,1,1,22,1,2,2,N
2307,06/04/2019,17:39:00,5,26,5786,Y,1,1,25,1,2.2,2.2,N
2307,06/04/2019,17:39:00,5,26,5786,Y,1,5,77,1,3,3,N
2310,06/04/2019,17:22:05,5,26,5919,Y,1,1,57,1,3.1,3.1,N
2318,06/04/2019,15:30:14,5,12,5115,Y,1,1,33,1,3.5,3.5,N
2321,06/04/2019,16:31:43,5,26,5170,Y,1,1,31,1,2.2,2.2,N
2323,06/04/2019,17:54:31,5,26,5631,Y,1,1,41,1,4.25,4.25,N
2338,06/04/2019,18:24:52,5,30,5201,Y,1,1,37,2,6,3,N
2338,06/04/2019,18:24:52,5,30,5201,Y,1,5,71,1,3.75,3.75,N
2339,06/04/2019,14:08:17,5,26,5680,Y,1,1,33,2,7,3.5,N
2341,06/04/2019,11:53:45,5,12,5885,Y,1,1,41,1,4.25,4.25,N
2341,06/04/2019,11:53:45,5,12,5885,Y,1,5,70,1,3.25,3.25,N
2350,06/04/2019,18:19:25,5,30,5642,Y,1,1,41,1,4.25,4.25,N
2367,06/04/2019,18:11:01,5,26,5339,N,1,1,55,1,4,4,N
2371,06/04/2019,10:17:38,5,12,5228,N,1,1,54,2,5,2.5,N
2371,06/04/2019,10:17:38,5,12,5228,N,1,5,69,1,3.25,3.25,N
2378,06/04/2019,15:50:31,5,12,5045,Y,1,1,42,2,5,2.5,N
2378,06/04/2019,15:50:31,5,12,5045,Y,1,5,71,1,3.75,3.75,N
2379,06/04/2019,15:20:08,5,30,5770,N,1,1,34,1,2.45,2.45,N
2386,06/04/2019,15:29:53,5,12,5225,Y,1,1,46,2,5,2.5,N
2390,06/04/2019,15:35:08,5,12,5493,N,1,1,50,2,5,2.5,N
2395,06/04/2019,7:46:32,5,26,5564,Y,1,1,55,2,8,4,N
2396,06/04/2019,15:53:06,5,30,5851,Y,1,1,43,2,6,3,N
2402,06/04/2019,13:05:03,5,12,5782,Y,1,1,46,2,5,2.5,N
2402,06/04/2019,13:05:03,5,12,5782,Y,1,5,74,1,3.5,3.5,N
2408,06/04/2019,13:17:11,5,26,5888,Y,1,1,28,1,2,2,N
2409,06/04/2019,8:24:48,5,30,5370,N,1,1,42,1,2.5,2.5,N
2410,06/04/2019,8:14:47,5,12,5204,N,1,1,52,1,2.5,2.5,N
2410,06/04/2019,8:14:47,5,12,5204,N,1,5,70,1,3.25,3.25,N
2414,06/04/2019,18:05:38,5,30,5289,N,1,1,58,1,3.5,3.5,N
2414,06/04/2019,18:05:38,5,30,5289,N,1,5,70,1,3.25,3.25,N
2416,06/04/2019,7:06:53,5,30,5899,Y,1,1,55,2,8,4,N
2422,06/04/2019,17:19:09,5,12,5096,Y,1,1,35,2,6.2,3.1,N
2426,06/04/2019,10:05:37,5,26,5419,Y,1,1,32,1,3,3,N
2426,06/04/2019,10:05:37,5,26,5419,Y,1,5,75,1,3.5,3.5,N
2427,06/04/2019,10:56:46,5,30,5305,Y,1,1,87,1,3,3,N
2427,06/04/2019,10:56:46,5,30,5305,Y,1,5,74,1,3.5,3.5,N
2433,06/04/2019,10:54:18,5,26,5132,Y,1,1,25,1,2.2,2.2,N
2447,06/04/2019,17:13:28,5,30,5065,N,1,1,44,2,5,2.5,N
2461,06/04/2019,7:28:37,5,30,5500,Y,1,1,59,1,4.5,4.5,N
2464,06/04/2019,17:22:32,5,12,5858,Y,1,1,58,2,7,3.5,N
2468,06/04/2019,12:52:41,5,12,5201,N,1,1,40,2,7.5,3.75,N
2472,06/04/2019,7:16:48,5,26,5639,N,1,1,42,1,2.5,2.5,N
2482,06/04/2019,13:21:13,5,30,5702,N,1,1,60,2,7.5,3.75,N
2491,06/04/2019,13:56:30,5,30,5145,N,1,1,33,1,3.5,3.5,N
2500,06/04/2019,9:39:25,5,30,5570,Y,1,1,58,1,3.5,3.5,N
2511,06/04/2019,11:45:12,5,12,5425,Y,1,1,34,2,4.9,2.45,N
2512,06/04/2019,7:08:48,5,30,5139,N,1,1,54,1,2.5,2.5,N
2513,06/04/2019,8:23:58,5,12,5097,Y,1,1,26,1,3,3,N
2513,06/04/2019,8:23:58,5,12,5097,Y,1,5,74,1,3.5,3.5,N
7,06/04/2019,12:38:33,8,42,8085,N,1,1,30,2,6,3,N
15,06/04/2019,11:01:16,8,45,8476,Y,1,1,61,1,4.75,4.75,N
18,06/04/2019,8:01:50,8,45,8500,Y,1,1,54,1,2.5,2.5,N
18,06/04/2019,8:01:50,8,45,8500,Y,1,5,74,1,3.5,3.5,N
20,06/04/2019,11:29:17,8,15,8183,N,1,1,34,1,2.45,2.45,N
28,06/04/2019,14:06:32,8,15,8225,Y,1,1,32,2,6,3,N
28,06/04/2019,14:06:32,8,15,8225,Y,1,5,79,1,3.75,3.75,N
34,06/04/2019,16:45:35,8,15,8462,N,1,1,46,2,5,2.5,N
36,06/04/2019,19:03:44,8,45,8253,N,1,1,48,2,5,2.5,N
39,06/04/2019,17:36:05,8,42,8357,Y,1,1,33,1,3.5,3.5,N
40,06/04/2019,16:43:39,8,15,8325,N,1,1,54,2,5,2.5,N
44,06/04/2019,16:46:45,8,42,8147,N,1,1,24,2,6,3,N
44,06/04/2019,16:46:45,8,42,8147,N,1,5,70,1,3.25,3.25,N
51,06/04/2019,18:13:52,8,45,8363,Y,1,1,49,2,6,3,N
65,06/04/2019,14:45:50,8,45,8048,N,1,1,39,1,4.25,4.25,N
74,06/04/2019,13:58:44,8,42,8436,Y,1,1,22,2,4,2,N
85,06/04/2019,9:54:41,8,15,8376,N,1,1,44,1,2.5,2.5,N
87,06/04/2019,15:36:55,8,45,8271,Y,1,1,42,1,2.5,2.5,N
106,06/04/2019,17:49:12,8,15,8364,Y,1,1,37,2,6,3,N
108,06/04/2019,16:31:21,8,45,8480,N,1,1,56,1,2.55,2.55,N
112,06/04/2019,16:25:44,8,42,8033,N,1,1,48,1,2.5,2.5,N
125,06/04/2019,18:50:00,8,15,8435,N,1,1,43,1,3,3,N
137,06/04/2019,16:36:16,8,42,8286,N,1,1,23,2,5,2.5,N
157,06/04/2019,11:26:58,8,15,8398,Y,1,1,32,2,6,3,N
161,06/04/2019,16:12:52,8,15,8126,N,1,1,28,2,4,2,N
162,06/04/2019,19:08:59,8,15,8320,Y,1,1,42,1,2.5,2.5,N
165,06/04/2019,13:28:48,8,42,8234,Y,1,1,24,2,6,3,N
165,06/04/2019,13:28:48,8,42,8234,Y,1,5,76,1,3.5,3.5,N
172,06/04/2019,13:38:54,8,45,8368,N,1,1,56,2,5.1,2.55,N
178,06/04/2019,13:14:16,8,45,8441,N,1,1,31,1,2.2,2.2,N
182,06/04/2019,13:28:17,8,42,8442,Y,1,1,51,2,6,3,N
182,06/04/2019,13:28:17,8,42,8442,Y,1,5,70,1,3.25,3.25,N
186,06/04/2019,13:08:38,8,42,8383,N,1,1,32,2,6,3,N
194,06/04/2019,13:38:01,8,15,8226,Y,1,1,36,2,7.5,3.75,N
198,06/04/2019,16:07:10,8,45,8188,N,1,1,42,2,5,2.5,N
198,06/04/2019,16:07:10,8,45,8188,N,1,5,72,1,3.25,3.25,N
199,06/04/2019,15:17:22,8,15,8005,N,1,1,44,1,2.5,2.5,N
200,06/04/2019,16:41:34,8,15,8189,Y,1,1,24,2,6,3,N
202,06/04/2019,17:23:25,8,15,8070,N,1,1,43,2,6,3,N
204,06/04/2019,9:37:01,8,15,8348,Y,1,1,30,1,3,3,N
234,06/04/2019,8:34:34,8,42,8334,N,1,1,48,1,2.5,2.5,N
239,06/04/2019,15:58:08,8,42,8414,N,1,1,23,2,5,2.5,N
248,06/04/2019,12:28:03,8,15,8494,N,1,1,23,2,5,2.5,N
259,06/04/2019,18:50:40,8,15,8042,Y,1,1,27,1,3.5,3.5,N
260,06/04/2019,11:43:08,8,15,8395,N,1,1,87,2,6,3,N
284,06/04/2019,10:16:49,8,42,8481,Y,1,1,31,2,4.4,2.2,N
285,06/04/2019,10:10:43,8,42,8169,N,1,1,50,1,2.5,2.5,N
292,06/04/2019,8:30:41,8,42,8106,N,1,1,32,2,6,3,N
302,06/04/2019,14:09:32,8,15,8110,N,1,1,31,1,2.2,2.2,N
304,06/04/2019,19:20:05,8,45,8309,N,1,1,23,2,5,2.5,N
304,06/04/2019,19:20:05,8,45,8309,N,1,5,71,1,3.75,3.75,N
307,06/04/2019,14:02:19,8,42,8227,Y,1,1,52,1,2.5,2.5,N
308,06/04/2019,19:15:19,8,15,8387,Y,1,1,27,1,3.5,3.5,N
312,06/04/2019,11:09:13,8,42,8483,N,1,1,33,1,3.5,3.5,N
321,06/04/2019,18:41:11,8,15,8268,N,1,1,58,1,3.5,3.5,N
323,06/04/2019,9:20:37,8,45,8311,N,1,1,49,1,3,3,N
323,06/04/2019,9:20:37,8,45,8311,N,1,5,70,1,3.25,3.25,N
332,06/04/2019,14:11:56,8,45,8218,N,1,1,29,1,2.5,2.5,N
334,06/04/2019,19:22:00,8,15,8170,Y,1,1,50,2,5,2.5,N
338,06/04/2019,16:22:49,8,45,8158,Y,1,1,34,2,4.9,2.45,N
338,06/04/2019,16:22:49,8,45,8158,Y,1,5,74,1,3.5,3.5,N
340,06/04/2019,17:45:22,8,42,8238,N,1,1,46,2,5,2.5,N
341,06/04/2019,18:13:28,8,15,8001,Y,1,1,54,2,5,2.5,N
345,06/04/2019,19:42:00,8,42,8290,N,1,1,87,2,6,3,N
347,06/04/2019,11:55:09,8,15,8290,N,1,1,44,2,5,2.5,N
360,06/04/2019,16:41:48,8,15,8478,N,1,1,36,1,3.75,3.75,N
376,06/04/2019,12:23:16,8,42,8041,Y,1,1,60,2,7.5,3.75,N
381,06/04/2019,9:49:27,8,45,8011,N,1,1,48,1,2.5,2.5,N
382,06/04/2019,12:44:47,8,45,8108,Y,1,1,30,1,3,3,N
397,06/04/2019,17:38:42,8,45,8463,N,1,1,26,1,3,3,N
398,06/04/2019,17:42:23,8,42,8210,Y,1,1,51,1,3,3,N
407,06/04/2019,10:42:55,8,45,8448,Y,1,1,22,2,4,2,N
414,06/04/2019,12:04:21,8,45,8214,Y,1,1,41,1,4.25,4.25,N
415,06/04/2019,13:14:16,8,15,8077,Y,1,1,32,2,6,3,N
415,06/04/2019,13:14:16,8,15,8077,Y,1,5,72,1,3.25,3.25,N
420,06/04/2019,8:05:09,8,42,8111,N,1,1,54,1,2.5,2.5,N
425,06/04/2019,15:37:14,8,45,8485,Y,1,1,54,2,5,2.5,N
425,06/04/2019,15:37:14,8,45,8485,Y,1,5,77,1,3,3,N
429,06/04/2019,8:11:44,8,45,8334,Y,1,1,50,1,2.5,2.5,N
435,06/04/2019,18:41:01,8,15,8341,Y,1,1,30,2,6,3,N
436,06/04/2019,19:48:02,8,45,8475,N,1,1,47,1,3,3,N
447,06/04/2019,18:28:50,8,45,8420,N,1,1,32,2,6,3,N
448,06/04/2019,9:51:31,8,42,8159,Y,1,1,49,1,3,3,N
464,06/04/2019,14:08:17,8,15,8435,N,1,1,32,1,3,3,N
465,06/04/2019,18:12:29,8,45,8434,N,1,1,42,1,2.5,2.5,N
475,06/04/2019,15:03:57,8,45,8347,Y,1,1,61,2,9.5,4.75,N
479,06/04/2019,15:14:36,8,15,8497,N,1,1,23,2,5,2.5,N
484,06/04/2019,15:18:14,8,45,8224,Y,1,1,44,2,5,2.5,N
484,06/04/2019,15:18:14,8,45,8224,Y,1,5,78,1,4.5,4.5,N
499,06/04/2019,15:09:11,8,42,8161,N,1,1,53,2,6,3,N
509,06/04/2019,17:07:47,8,45,8378,Y,1,1,52,1,2.5,2.5,N
519,06/04/2019,15:37:07,8,42,8165,N,1,1,61,1,4.75,4.75,N
520,06/04/2019,13:07:33,8,15,8170,N,1,1,24,2,6,3,N
532,06/04/2019,8:06:22,8,42,8315,Y,1,1,48,1,2.5,2.5,N
535,06/04/2019,9:33:29,8,15,8189,N,1,1,31,1,2.2,2.2,N
537,06/04/2019,9:21:03,8,45,8277,N,1,1,57,1,3.1,3.1,N
540,06/04/2019,12:14:17,8,15,8369,N,1,1,35,1,3.1,3.1,N
541,06/04/2019,12:00:48,8,45,8470,N,1,1,57,2,6.2,3.1,N
545,06/04/2019,17:02:25,8,45,8145,N,1,1,30,1,3,3,N
545,06/04/2019,17:02:25,8,45,8145,N,1,5,74,1,3.5,3.5,N
555,06/04/2019,14:13:13,8,42,8487,N,1,1,61,1,4.75,4.75,N
556,06/04/2019,18:01:27,8,45,8367,Y,1,1,47,1,3,3,N
561,06/04/2019,8:48:45,8,45,8069,Y,1,1,43,1,3,3,N
563,06/04/2019,11:04:25,8,15,8364,N,1,1,24,2,6,3,N
566,06/04/2019,8:30:00,8,15,8424,N,1,1,44,2,5,2.5,N
573,06/04/2019,16:05:55,8,45,8370,N,1,1,50,1,2.5,2.5,N
575,06/04/2019,9:27:30,8,15,8005,N,1,1,39,1,4.25,4.25,N
575,06/04/2019,9:27:30,8,15,8005,N,1,5,74,1,3.5,3.5,N
579,06/04/2019,15:58:02,8,45,8045,N,1,1,27,2,7,3.5,N
588,06/04/2019,8:10:48,8,15,8072,Y,1,1,26,1,3,3,N
588,06/04/2019,8:10:48,8,15,8072,Y,1,5,72,1,3.25,3.25,N
595,06/04/2019,9:42:13,8,42,8373,N,1,1,33,2,7,3.5,N
595,06/04/2019,9:42:13,8,42,8373,N,1,5,77,1,3,3,N
605,06/04/2019,18:34:28,8,42,8350,N,1,1,59,2,9,4.5,N
618,06/04/2019,14:58:53,8,42,8090,N,1,1,46,1,2.5,2.5,N
621,06/04/2019,10:59:07,8,42,8278,N,1,1,55,2,8,4,N
621,06/04/2019,10:59:07,8,42,8278,N,1,5,71,1,3.75,3.75,N
639,06/04/2019,10:47:58,8,45,8236,Y,1,1,25,2,4.4,2.2,N
645,06/04/2019,17:37:13,8,15,8118,N,1,1,51,1,3,3,N
645,06/04/2019,17:37:13,8,15,8118,N,1,5,69,1,3.25,3.25,N
647,06/04/2019,18:53:18,8,42,8461,Y,1,1,24,1,3,3,N
647,06/04/2019,18:53:18,8,42,8461,Y,1,5,73,1,3.75,3.75,N
650,06/04/2019,13:52:32,8,45,8336,N,1,1,23,1,2.5,2.5,N
651,06/04/2019,13:34:29,8,45,8458,Y,1,1,38,2,7.5,3.75,N
655,06/04/2019,8:28:18,8,42,8447,N,1,1,56,2,5.1,2.55,N
